name,currency,symbolIB,symbolTrading,exchange
Amundi Nasdaq-100 UCITS ETF,EUR,NDXH,NDXHp,chixen
Lyxor New Energy UCITS ETF,EUR,NRJ,NRJp,chixen
Lyxor STOXX Europe 600 Oil & Gas UCITS ETF,EUR,OIL,OILp,chixen
Lyxor PEA MSCI AC Asia Pacific Ex Japan UCITS ETF,EUR,PAEJ,PAEJp,chixen
Lyxor Pan Africa UCITS ETF,EUR,PAF,PAFp,chixen
Lyxor PEA MSCI South Africa UCITS ETF,EUR,PAFS,PAFSp,chixen
Lyxor MSCI Pacific Ex Japan UCITS ETF,EUR,PAXJ,PAXJp,chixen
Lyxor PEA Dow Jones Industrial Average UCITS ETF,EUR,PDJE,PDJEp,chixen
Lyxor PEA PME DR UCITS ETF,EUR,PEAP,PEAPp,chixen
WisdomTree Physical Gold,EUR,PHAU,PHAUa,chixen
Lyxor STOXX Europe 600 Personal & Household Goods UCITS ETF,EUR,PHG,PHGp,chixen
Lyxor PEA Japan TOPIX UCITS ETF,EUR,PJPH,PJPHp,chixen
Lyxor PEA Japan TOPIX UCITS ETF,EUR,PJPN,PJPNp,chixen
Lyxor PEA MSCI Korea UCITS ETF,EUR,PKRW,PKRWp,chixen
Lyxor PEA MSCI Emerging Markets UCITS ETF,EUR,PLEM,PLEMp,chixen
Lyxor PEA FTSE EPRA/NAREIT Developed Europe UCITS ETF,EUR,PMEH,PMEHp,chixen
Lyxor PEA MSCI Brazil UCITS ETF,EUR,PRIO,PRIOp,chixen
Lyxor PEA S&P 500 UCITS ETF,EUR,PSP5,PSP5p,chixen
Lyxor PEA MSCI USA UCITS ETF,EUR,PUSA,PUSAp,chixen
Lyxor PEA NASDAQ-100 UCITS ETF,EUR,PUST,PUSTp,chixen
Lyxor Privex UCITS ETF,EUR,PVXT,PVXp,chixen
Lyxor MSCI Brazil UCITS ETF,EUR,RIO2,RIOp,chixen
L&G ROBO Global Robotics and Automation UCITS ETF,EUR,ROBE,ROBOa,chixen
Amundi Russell 2000 UCITS ETF,EUR,RS2K,RS2Kp,chixen
Lyxor STOXX Europe 600 Retail UCITS ETF,EUR,RTA,RTAp,chixen
Lyxor MSCI Russia UCITS ETF,EUR,RUS,RUSp,chixen
Lyxor STOXX Europe Select Dividend 30 UCITS ETF,EUR,SELT,SELp,chixen
Lyxor SG European Quality Income NTR UCITS ETF,EUR,SGQE,SGQEp,chixen
Lyxor SG Global Quality Income NTR UCITS ETF,EUR,SGQI,SGQIp,chixen
Lyxor CAC 40 Daily -1x Inverse UCITS ETF,EUR,SHC,SHCp,chixen
Lyxor MSCI World Consumer Staples TR UCITS ETF,EUR,STAW,COSWp,chixen
VanEck Vectors AEX UCITS ETF,EUR,TDT,TDTa,chixen
Lyxor STOXX Europe 600 Telecommunications UCITS ETF,EUR,TEL,TELEp,chixen
VanEck Vectors Global Equal Weight UCITS ETF,EUR,TGET,TGETa,chixen
Lyxor MSCI Thailand UCITS ETF,EUR,THA,THAp,chixen
VanEck Vectors Morningstar North America Equal Weight UCITS ETF,EUR,TNAE,TNAEa,chixen
Lyxor STOXX Europe 600 Technology UCITS ETF,EUR,TNO,TNOp,chixen
Amundi Japan Topix UCITS ETF,EUR,TPXE,TPXEp,chixen
Amundi Japan Topix UCITS ETF,EUR,TPXH,TPXHp,chixen
Lyxor STOXX Europe 600 Travel & Leisure UCITS ETF,EUR,TRV,TRVp,chixen
VanEck Vectors Sustainable World Equal Weight UCITS ETF,EUR,TSWE,TSWEa,chixen
Lyxor MSCI Turkey UCITS ETF,EUR,TUR,TURp,chixen
Lyxor MSCI Taiwan UCITS ETF,EUR,TWN,TWNp,chixen
UBS Irl ETF plc - S&P 500 UCITS ETF,EUR,UBU9,UBU9a,chixen
UBS Irl ETF plc - DJ Global Select Dividend UCITS ETF,EUR,UBUM,UBUMa,chixen
UBS Irl ETF plc - Factor MSCI USA Low Volatility UCITS ETF,EUR,UBUR,UBURa,chixen
UBS Irl ETF Plc - Factor MSCI USA Prime Value UCITS ETF,EUR,UBUS,UBUSa,chixen
UBS Irl ETF plc - Factor MSCI USA Quality UCITS ETF,EUR,UBUT,UBUTa,chixen
UBS ETF - MSCI Singapore UCITS ETF,EUR,UE24,UE24a,chixen
UBS ETF - Bloomberg Barclays US Liquid Corporates UCITS ETF,EUR,UEF0,UEF0a,chixen
UBS ETF - MSCI Emerging Markets Socially Responsible UCITS ETF,EUR,UEF5,UEF5a,chixen
UBS ETF - Bloomberg Barclays US Liquid Corporates 1-5 Year UCITS ETF,EUR,UEF7,UEF7a,chixen
UBS ETF - Bloomberg Barclays US Liquid Corporates UCITS ETF,EUR,UEF9,UEF9a,chixen
UBS ETF MSCI EMU Small Cap UCITS ETF,EUR,UEFD,UEFDa,chixen
UBS ETF - Bloomberg Barclays US 1-3 Year Treasury Bond UCITS ETF,EUR,UEFF,UEFFa,chixen
UBS ETF - Bloomberg Barclays US 7-10 Year Treasury Bond UCITS ETF,EUR,UEFI,UEFIa,chixen
UBS ETF-Factor MSCI EMU Quality UCITS ETF,EUR,UIM2,UIM2a,chixen
UBS ETF MSCI EMU UCITS ETF,EUR,UIM4,UIM4a,chixen
UBS ETF-MSCI Japan UCITS ETF,EUR,UIM5,UIM5a,chixen
UBS ETF-MSCI Canada UCITS ETF,EUR,UIM9,UIM9a,chixen
UBS ETF MSCI Pacific ex Japan UCITS ETF,EUR,UIMD,UIMDa,chixen
UBS ETF-MSCI Emerging Markets UCITS ETF,EUR,UIMI,UIMIa,chixen
UBS ETF-MSCI World Socially Responsible UCITS ETF,EUR,UIMM,UIMMa,chixen
UBS ETF - MSCI USA Socially Responsible UCITS ETF,EUR,UIMP,UIMPa,chixen
UBS ETF-Factor MSCI EMU Low Volatility UCITS ETF,EUR,UIMY,UIMYa,chixen
UBS ETF-Factor MSCI EMU Prime Value UCITS ETF,EUR,UIMZ,UIMZa,chixen
UBS Irl ETF plc - MSCI United Kingdom IMI Socially Responsible UCITS ETF,EUR,UKSR,UKSRa,chixen
UBS Irl ETF plc - Factor MSCI USA Low Volatility UCITS ETF,EUR,ULOVE,UBUVa,chixen
UBS Irl ETF Plc - Factor MSCI USA Prime Value UCITS ETF,EUR,UPVLE,UBUWa,chixen
UBS Irl ETF plc - Factor MSCI USA Quality UCITS ETF,EUR,UQLTE,UBUXa,chixen
Lyxor MSCI USA UCITS ETF,EUR,USA,USAp,chixen
Lyxor MSCI USA UCITS ETF,EUR,USAC,USACp,chixen
UBS Irl ETF plc - MSCI USA hedged to EUR UCITS ETF,EUR,USEUYH,UE31a,chixen
Lyxor USD Corporate Bond UCITS ETF,EUR,USIH,USIHp,chixen
UBS ETF - MSCI USA Socially Responsible UCITS ETF,EUR,USSRF,UE33a,chixen
Lyxor Nasdaq-100 UCITS ETF,EUR,UST,USTp,chixen
Lyxor STOXX Europe 600 Utilities UCITS ETF,EUR,UTI,UTIp,chixen
Lyxor MSCI EMU Value DR UCITS ETF,EUR,VAL,VALp,chixen
Lyxor World Water UCITS ETF,EUR,WAT,WATp,chixen
Lyxor WIG 20 UCITS ETF,EUR,WIG2,WIGp,chixen
Lyxor MSCI World UCITS ETF,EUR,WLD,WLDp,chixen
Lyxor MSCI World UCITS ETF,EUR,WLDH,WLDHp,chixen
Amundi Govt Bond Lowest Rated Euromts Investment Grade UCITS ETF,EUR,X1G,X1Gp,chixen
Amundi Govt Bond Lowest Rated Euromts Investment Grade UCITS ETF,EUR,X1GD,X1GDp,chixen
Amundi S&P 500 UCITS ETF,EUR,500E,500E,aeb
SPDR S&P 500 ESG Screened UCITS ETF,EUR,500X,500X,aeb
SPDR STOXX Europe 600 ESG Screened UCITS ETF,EUR,600X,600X,aeb
L&G Gold Mining UCITS ETF,EUR,AUCO,AUCO,aeb
UBS Irl ETF plc - MSCI Australia UCITS ETF,EUR,AUHEUA,UE28,aeb
UBS Irl ETF plc - MSCI ACWI Socially Responsible UCITS ETF,EUR,AWSRIE,AWSR,aeb
L&G Battery Value-Chain UCITS ETF,EUR,BATT,BATT,aeb
Amundi Index Breakeven Inflation USD 10Y UCITS ETF,EUR,BINFU,BINFU,aeb
L&G Pharma Breakthrough UCITS ETF,EUR,BIOT,BIOT,aeb
iShares BRIC 50 UCITS ETF,EUR,BRIC,BRIC,aeb
iShares USD Treasury Bond 7-10yr UCITS ETF,EUR,BTMA,BTMA,aeb
UBS ETF-MSCI Canada UCITS ETF,EUR,CAHEUA,U1FA,aeb
L&G E Fund MSCI China A UCITS ETF,EUR,CASH,CASH,aeb
UBS ETF - Bloomberg Barclays MSCI US Liquid Corporates Sustainable UCITS ETF,EUR,CBSUS,UE25,aeb
UBS ETF - Bloomberg Barclays MSCI US Liquid Corporates Sustainable UCITS ETF,EUR,CBSUSE,UE27,aeb
iShares USD Treasury Bond 3-7yr UCITS ETF,EUR,CBU7,CBU7,aeb
UBS ETF - Bloomberg Barclays US Liquid Corporates 1-5 Year UCITS ETF,EUR,CBUS5E,UEF8,aeb
iShares MSCI Russia ADR/GDR UCITS ETF,EUR,CEBB,CSRU,aeb
iShares MSCI Mexico Capped UCITS ETF,EUR,CEBG,CMEX,aeb
iShares Core MSCI EMU UCITS ETF,USD,CEUU,CEUU,aeb
iShares China CNY Bond UCITS ETF,USD,CNYB,CNYB,aeb
L&G Longer Dated All Commodities UCITS ETF,EUR,COMF,COMF,aeb
iShares EUR Govt Bond 3-7yr UCITS ETF,EUR,CSBGE7,CBE7,aeb
iShares Core MSCI EMU UCITS ETF,EUR,CSEMU,CEMU,aeb
iShares Core EURO STOXX 50 UCITS ETF,EUR,CSSX5E,CSX5,aeb
iShares USD High Yield Corp Bond ESG UCITS ETF,EUR,DHYE,DHYE,aeb
iShares EURO STOXX Mid UCITS ETF,EUR,DJMC,DJMC,aeb
iShares EURO STOXX Small UCITS ETF,EUR,DJSC,DJSC,aeb
VanEck Vectors Multi-Asset Conservative Allocation UCITS ETF,EUR,DTM,DTM,aeb
UBS ETF EURO STOXX 50 UCITS ETF,EUR,E50EUAEUR,UIM1,aeb
L&G Ecommerce Logistics UCITS ETF,EUR,ECOM,ECOM,aeb
iShares EUR High Yield Corp Bond ESG UCITS ETF,EUR,EHYA,EHYA,aeb
iShares EUR High Yield Corp Bond ESG UCITS ETF,EUR,EHYD,EHYD,aeb
WisdomTree Long JPY Short EUR 3x Daily,EUR,EJP3,EJP3,aeb
iShares Core MSCI EM IMI UCITS ETF,EUR,EMIM,EMIM,aeb
iShares JP Morgan ESG USD EM Bond UCITS ETF,EUR,EMSA,EMSA,aeb
iShares USD Ultrashort Bond UCITS ETF,EUR,ERND,ERND,aeb
iShares EUR Ultrashort Bond UCITS ETF,EUR,ERNE,ERNE,aeb
UBS ETF-Factor MSCI EMU Total Shareholder Yield UCITS ETF,EUR,ETSYDEUR,UIM8,aeb
WisdomTree Long JPY Short EUR,EUR,EUJP,EUJP,aeb
iShares STOXX Europe 50 UCITS ETF,EUR,EUN1,EUNA,aeb
iShares Core EURO STOXX 50 UCITS ETF EUR Dist,EUR,EUN2,EUEA,aeb
UBS ETF MSCI Europe UCITS ETF,EUR,EUREUA,UIMA,aeb
WisdomTree Long USD Short EUR 3x Daily,EUR,EUS3,EUS3,aeb
First Trust Dow Jones Internet UCITS ETF,EUR,FDNE,FDNE,aeb
First Trust Eurozone AlphaDEX UCITS ETF,EUR,FEUZ,FEUZ,aeb
UBS ETF - MSCI Japan Socially Responsible UCITS ETF,EUR,FRCJ,JPSR,aeb
First Trust Low Duration Global Government Bond UCITS ETF,EUR,FSOV,FSOV,aeb
iShares China Large Cap UCITS ETF,EUR,FXC,FXC,aeb
FinEx Gold ETF USD,EUR,FXGD,FXGD,aeb
BNP Paribas Easy Energy & Metals Enhanced Roll UCITS ETF,EUR,GSCE,GSCE,aeb
UBS ETF MSCI Hong Kong UCITS ETF,EUR,HKDE,HKDE,aeb
iShares AEX UCITS ETF EUR Dist,EUR,IAEX,IAEX,aeb
iShares Asia Pacific Dividend UCITS ETF,EUR,IAPD,IAPD,aeb
iShares Asia Property Yield UCITS ETF,EUR,IASP,IASP,aeb
iShares EUR Inflation Linked Govt Bond UCITS ETF,EUR,IBCI,IBCI,aeb
iShares EUR Corp Bond Large Cap UCITS ETF,EUR,IBCX,IBCX,aeb
iShares EUR Govt Bond 7-10yr UCITS ETF,EUR,IBGM,IBGM,aeb
iShares EUR Govt Bond 1-3yr UCITS ETF,EUR,IBGS,IBGS,aeb
iShares EUR Govt Bond 3-5yr UCITS ETF,EUR,IBGX,IBGX,aeb
iShares USD Treasury Bond 1-3yr UCITS ETF,EUR,IBTS,IBTS,aeb
iShares MSCI Brazil UCITS ETF USD Dist,EUR,IBZL,IBZL,aeb
iShares EUR Covered Bond UCITS ETF,EUR,ICOV,ICOV,aeb
iShares Euro Total Market Growth Large UCITS ETF,EUR,IDJG,IDJG,aeb
iShares Euro Total Market Value Large UCITS ETF,EUR,IDJV,IDJV,aeb
iShares Euro Dividend UCITS ETF,EUR,IDVY,IDVY,aeb
iShares Core EUR Corp Bond UCITS ETF,EUR,IEAC,IEAC,aeb
iShares EUR Aggregate Bond UCITS ETF,EUR,IEAG,IEAG,aeb
iShares MSCI Eastern Europe Capped UCITS ETF,EUR,IEER,IEER,aeb
iShares Core EUR Govt Bond UCITS ETF,EUR,IEGA,IEGA,aeb
iShares EUR Govt Bond 0-1yr UCITS ETF,EUR,IEGE,IEGE,aeb
iShares EUR Govt Bond 15-30yr UCITS ETF,EUR,IEGL,IBGL,aeb
iShares EUR Govt Bond 5-7yr UCITS ETF,EUR,IEGY,IEGY,aeb
iShares EUR Govt Bond 10-15yr UCITS ETF,EUR,IEGZ,IEGZ,aeb
iShares MSCI EM UCITS ETF USD Acc,EUR,IEMA,IEMA,aeb
iShares MSCI EM UCITS ETF USD Dist,EUR,IEMM,IEMM,aeb
iShares MSCI Europe SRI UCITS ETF,EUR,IESE,IESE,aeb
iShares MSCI Europe ex-UK UCITS ETF,EUR,IEUX,IEUX,aeb
iShares MSCI AC Far East ex-Japan UCITS ETF,EUR,IFFF,IFFF,aeb
iShares France Govt Bond UCITS ETF,EUR,IFRB,IFRB,aeb
iShares Global Govt Bond UCITS ETF,EUR,IGLE,IGLE,aeb
iShares Dow Jones Global Sustainability Screened UCITS ETF,EUR,IGSG,IGSG,aeb
iShares Core MSCI Japan IMI UCITS ETF,EUR,IJPA,IJPA,aeb
iShares MSCI Japan EUR Hedged UCITS ETF Acc,EUR,IJPE,IJPE,aeb
iShares MSCI Japan UCITS ETF USD Dist,EUR,IJPN,IJPN,aeb
iShares MSCI Korea UCITS ETF USD Dist,EUR,IKRA,IKRA,aeb
iShares Core MSCI Europe UCITS ETF EUR Acc,EUR,IMAE,IMAE,aeb
iShares US Mortgage Backed Securities UCITS ETF,EUR,IMBE,IMBE,aeb
iShares Core MSCI Europe UCITS ETF,EUR,IMEU,IMEU,aeb
iShares MSCI North America UCITS ETF,EUR,INAA,INAA,aeb
iShares Global Infrastructure UCITS ETF,EUR,INFR,INFR,aeb
iShares European Property Yield UCITS ETF,EUR,IPRP,IPRP,aeb
iShares Listed Private Equity UCITS ETF USD Dist,EUR,IPRV,IPRV,aeb
iShares EUR Corp Bond Interest Rate Hedged UCITS ETF,EUR,IRCP,IRCP,aeb
iShares MSCI Europe SRI UCITS ETF,EUR,ISED,ISED,aeb
iShares Core FTSE 100 UCITS ETF,EUR,ISFA,ISFA,aeb
L&G Cyber Security UCITS ETF,EUR,ISPY,ISPY,aeb
iShares MSCI Turkey UCITS ETF,EUR,ITKY,ITKY,aeb
iShares MSCI Taiwan UCITS ETF,EUR,ITWN,ITWN,aeb
iShares Core S&P 500 UCITS ETF USD Dist,EUR,IUSA,IUSA,aeb
iShares S&P 500 EUR Hedged UCITS ETF Acc,EUR,IUSE,IUES,aeb
iShares US Property Yield UCITS ETF,EUR,IUSP,IUSP,aeb
iShares Core MSCI World UCITS ETF,EUR,IWDA,IWDA,aeb
iShares MSCI World EUR Hedged UCITS ETF Acc,EUR,IWDE,IWDE,aeb
iShares Developed Markets Property Yield UCITS ETF,EUR,IWDP,IWDP,aeb
iShares MSCI World UCITS ETF,EUR,IWRD,IWRD,aeb
iShares EUR Corp Bond ex-Financials 1-5yr UCITS ETF,EUR,IX5A,IX5A,aeb
WisdomTree Short JPY Long EUR 3x Daily,EUR,JPE3,JPE3,aeb
WisdomTree Short JPY Long EUR,EUR,JPEU,JPEU,aeb
UBS ETF - MSCI Japan hedged to EUR UCITS ETF,EUR,JPEUAH,UE32,aeb
WisdomTree Gold 2x Daily Leveraged,EUR,LBUL,LBUL,aeb
L&G Asia Pacific ex Japan Equity UCITS ETF,EUR,LGAP,LGAP,aeb
L&G Europe ex UK Equity UCITS ETF,EUR,LGEU,LGEU,aeb
L&G Global Equity UCITS ETF,EUR,LGGL,LGGL,aeb
L&G Japan Equity UCITS ETF,EUR,LGJP,LGJP,aeb
L&G US Equity UCITS ETF,EUR,LGUS,LGUS,aeb
iShares USD Corp Bond UCITS ETF,EUR,LQDA,LQDA,aeb
iShares USD Corp Bond Interest Rate Hedged UCITS ETF,EUR,LQDH,LQDH,aeb
WisdomTree Silver 2x Daily Leveraged,EUR,LSIL,LSIL,aeb
iShares MSCI EM Latin America UCITS ETF,EUR,LTAM,LTAM,aeb
Lyxor S&P 500 VIX Futures Enhanced Roll UCITS ETF,EUR,LVO1,LVO,aeb
VanEck Vectors Multi-Asset Balanced Allocation UCITS ETF,EUR,NTM,NTM,aeb
WisdomTree Physical Silver,EUR,PHAG,PHAG,aeb
WisdomTree Physical Gold,EUR,PHAU,PHAU,aeb
WisdomTree Physical Palladium,EUR,PHPD,PHPD,aeb
WisdomTree Physical Precious Metals,EUR,PHPM,PHPM,aeb
WisdomTree Physical Platinum,EUR,PHPT,PHPT,aeb
L&G ROBO Global Robotics and Automation UCITS ETF,EUR,ROBE,ROBO,aeb
L&G Russell 2000 US Small Cap UCITS ETF,EUR,RTWO,RTWO,aeb
WisdomTree Gold 1x Daily Short,EUR,SBUL,SBUL,aeb
iShares USD Short Duration High Yield Corp Bond UCITS ETF,EUR,SDHY,SDHY,aeb
iShares USD Short Duration Corp Bond UCITS ETF,EUR,SDIG,SDIG,aeb
WisdomTree Physical Swiss Gold,EUR,SGBS,SGBS,aeb
Invesco Physical Gold ETC,EUR,SGLD,SGLD,aeb
iShares Global Govt Bond UCITS ETF,USD,SGLU,SGLU,aeb
iShares Core MSCI Japan IMI UCITS ETF,USD,SJPD,SJPD,aeb
iShares Core MSCI Japan IMI UCITS ETF,EUR,SJPE,SJPE,aeb
First Trust Cloud Computing UCITS ETF,EUR,SKYE,SKYE,aeb
iShares MSCI EMU SRI UCITS ETF,EUR,SMDU,SMDU,aeb
iShares MSCI EMU SRI UCITS ETF,EUR,SMUA,SMUA,aeb
WisdomTree Silver 1x Daily Short,EUR,SSIL,SSIL,aeb
SPDR MSCI World UCITS ETF,EUR,SWRD,SWRD,aeb
SPDR S&P U.S. Communication Services Select Sector UCITS ETF,EUR,SXLC,SXLC,aeb
iShares Core MSCI Pacific ex-Japan UCITS ETF,EUR,SXR1,CPXJ,aeb
iShares MSCI Canada UCITS ETF,EUR,SXR2,CSCA,aeb
iShares MSCI USA UCITS ETF,EUR,SXR4,CSUS,aeb
iShares MSCI Japan UCITS ETF,EUR,SXR5,CSJP,aeb
iShares Core S&P 500 UCITS ETF,EUR,SXR8,CSPX,aeb
iShares NASDAQ 100 UCITS ETF,EUR,SXRV,CNDX,aeb
VanEck Vectors iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF,EUR,TAT,TAT,aeb
VanEck Vectors iBoxx EUR Corporates UCITS ETF,EUR,TCBT,TCBT,aeb
VanEck Vectors Morningstar Developed Markets Dividend Leaders UCITS ETF,EUR,TDIV,TDIV,aeb
VanEck Vectors AEX UCITS ETF,EUR,TDT,TDT,aeb
VanEck Vectors European Equal Weight UCITS ETF,EUR,TEET,TEET,aeb
VanEck Vectors iBoxx EUR Sovereign Diversified 1-10 UCITS ETF,EUR,TGBT,TGBT,aeb
VanEck Vectors Global Equal Weight UCITS ETF,EUR,TGET,TGET,aeb
VanEck Vectors AMX UCITS ETF,EUR,TMX,TMX,aeb
VanEck Vectors Morningstar North America Equal Weight UCITS ETF,EUR,TNAE,TNAE,aeb
VanEck Vectors Multi-Asset Growth Allocation UCITS ETF,EUR,TOF,TOF,aeb
iShares USD TIPS UCITS ETF,EUR,TPSA,TPSA,aeb
VanEck Vectors Global Real Estate UCITS ETF,EUR,TRET,TRET,aeb
VanEck Vectors Sustainable World Equal Weight UCITS ETF,EUR,TSWE,TSWE,aeb
UBS Irl ETF plc - MSCI USA UCITS ETF,EUR,UBU3,UBU3,aeb
UBS Irl ETF plc - MSCI World UCITS ETF,EUR,UBU7,UBU7,aeb
UBS Irl ETF plc - S&P 500 UCITS ETF,EUR,UBU9,UBU9,aeb
UBS Irl ETF plc - DJ Global Select Dividend UCITS ETF,EUR,UBUM,UBUM,aeb
UBS Irl ETF plc - Factor MSCI USA Low Volatility UCITS ETF,EUR,UBUR,UBUR,aeb
UBS Irl ETF Plc - Factor MSCI USA Prime Value UCITS ETF,EUR,UBUS,UBUS,aeb
UBS Irl ETF plc - Factor MSCI USA Quality UCITS ETF,EUR,UBUT,UBUT,aeb
UBS ETF - MSCI Singapore UCITS ETF,EUR,UE24,UE24,aeb
UBS ETF - Bloomberg Barclays US Liquid Corporates UCITS ETF,EUR,UEF0,UEF0,aeb
UBS ETF - MSCI Emerging Markets Socially Responsible UCITS ETF,EUR,UEF5,UEF5,aeb
UBS ETF - Bloomberg Barclays Euro Area Liquid Corporates 1-5 Year UCITS ETF,EUR,UEF6,UEF6,aeb
UBS ETF - Bloomberg Barclays US Liquid Corporates 1-5 Year UCITS ETF,EUR,UEF7,UEF7,aeb
UBS ETF - Bloomberg Barclays US Liquid Corporates UCITS ETF,EUR,UEF9,UEF9,aeb
UBS ETF MSCI EMU Small Cap UCITS ETF,EUR,UEFD,UEFD,aeb
UBS ETF - Bloomberg Barclays US 1-3 Year Treasury Bond UCITS ETF,EUR,UEFF,UEFF,aeb
UBS ETF - Bloomberg Barclays US 7-10 Year Treasury Bond UCITS ETF,EUR,UEFI,UEFI,aeb
UBS ETF - Bloomberg Barclays Euro Area Liquid Corporates UCITS ETF,EUR,UEFR,UEFR,aeb
UBS ETF-Factor MSCI EMU Quality UCITS ETF,EUR,UIM2,UIM2,aeb
UBS ETF MSCI EMU UCITS ETF,EUR,UIM4,UIM4,aeb
UBS ETF-MSCI Japan UCITS ETF,EUR,UIM5,UIM5,aeb
UBS ETF-MSCI Canada UCITS ETF,EUR,UIM9,UIM9,aeb
UBS ETF - Bloomberg Barclays MSCI Euro Area Liquid Corporates Sustainable UCITS,EUR,UIMC,CBSE,aeb
UBS ETF MSCI Pacific ex Japan UCITS ETF,EUR,UIMD,UIMD,aeb
UBS ETF-MSCI Emerging Markets UCITS ETF,EUR,UIMI,UIMI,aeb
UBS ETF-MSCI World Socially Responsible UCITS ETF,EUR,UIMM,UIMM,aeb
UBS ETF - MSCI USA Socially Responsible UCITS ETF,EUR,UIMP,UIMP,aeb
UBS ETF - MSCI EMU Socially Responsible UCITS ETF,EUR,UIMR,UIMR,aeb
UBS ETF-MSCI Pacific Socially Responsible UCITS ETF,EUR,UIMT,UIMT,aeb
UBS ETF-Factor MSCI EMU Low Volatility UCITS ETF,EUR,UIMY,UIMY,aeb
UBS ETF-Factor MSCI EMU Prime Value UCITS ETF,EUR,UIMZ,UIMZ,aeb
UBS Irl ETF plc - MSCI United Kingdom IMI Socially Responsible UCITS ETF,EUR,UKSR,UKSR,aeb
UBS Irl ETF plc - Factor MSCI USA Low Volatility UCITS ETF,EUR,ULOVE,UBUV,aeb
UBS Irl ETF Plc - Factor MSCI USA Prime Value UCITS ETF,EUR,UPVLE,UBUW,aeb
UBS Irl ETF plc - Factor MSCI USA Quality UCITS ETF,EUR,UQLTE,UBUX,aeb
WisdomTree Short USD Long EUR 3x Daily,EUR,USE3,USE3,aeb
UBS Irl ETF plc - MSCI USA hedged to EUR UCITS ETF,EUR,USEUYH,UE31,aeb
UBS ETF - MSCI USA Socially Responsible UCITS ETF,EUR,USSRF,UE33,aeb
Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF,EUR,VAPX,VAPX,aeb
Vanguard EUR Corporate Bond UCITS ETF,EUR,VECP,VECP,aeb
Vanguard USD Emerging Markets Government Bond UCITS ETF,EUR,VEMT,VEMT,aeb
Vanguard FTSE Developed Europe ex UK UCITS ETF,EUR,VERX,VERX,aeb
Vanguard EUR Eurozone Government Bond UCITS ETF,EUR,VETY,VETY,aeb
Vanguard FTSE Developed Europe UCITS ETF,EUR,VEUR,VEUR,aeb
Vanguard FTSE Developed World UCITS ETF,EUR,VEVE,VEVE,aeb
Vanguard FTSE Emerging Markets UCITS ETF,EUR,VFEM,VFEM,aeb
Vanguard FTSE All-World High Dividend Yield UCITS ETF,EUR,VHYL,VHYL,aeb
Vanguard FTSE Japan UCITS ETF,EUR,VJPN,VJPN,aeb
Vanguard Global Liquidity Factor UCITS ETF,EUR,VLIQ,VLIQ,aeb
Vanguard Global Momentum Factor UCITS ETF,EUR,VMOM,VMOM,aeb
Vanguard Global Minimum Volatility UCITS ETF,EUR,VMVL,VMVL,aeb
Vanguard FTSE North America UCITS ETF,EUR,VNRT,VNRT,aeb
Vanguard USD Corporate Bond UCITS ETF,EUR,VUCP,VUCP,aeb
Vanguard S&P 500 UCITS ETF,EUR,VUSA,VUSA,aeb
Vanguard USD Treasury Bond UCITS ETF,EUR,VUTY,VUTY,aeb
Vanguard Global Value Factor UCITS ETF,EUR,VVAL,VVAL,aeb
Vanguard FTSE All-World UCITS ETF,EUR,VWRL,VWRL,aeb
SPDR MSCI World Consumer Discretionary UCITS ETF,EUR,WCOD,WCOD,aeb
SPDR MSCI World Consumer Staples UCITS ETF,EUR,WCOS,WCOS,aeb
SPDR MSCI World Financials UCITS ETF,EUR,WFIN,WFIN,aeb
iShares MSCI World Health Care Sector UCITS ETF,USD,WHCS,WHCS,aeb
SPDR MSCI World Health Care UCITS ETF,EUR,WHEA,WHEA,aeb
SPDR MSCI World Industrials UCITS ETF,EUR,WIND,WIND,aeb
iShares MSCI World Information Technology Sector UCITS ETF,USD,WITS,WITS,aeb
SPDR MSCI World Materials UCITS ETF,EUR,WMAT,WMAT,aeb
SPDR MSCI World Energy UCITS ETF,EUR,WNRG,WNRG,aeb
SPDR MSCI World Technology UCITS ETF,EUR,WTCH,WTCH,aeb
SPDR MSCI World Communications Service UCITS ETF,EUR,WTEL,WTEL,aeb
SPDR MSCI World Utilities UCITS ETF,EUR,WUTI,WUTI,aeb
SPDR S&P U.S. Consumer Discretionary Select Sector UCITS ETF,EUR,ZPDD,SXLY,aeb
SPDR S&P U.S. Energy Select Sector UCITS ETF,EUR,ZPDE,SXLE,aeb
SPDR S&P U.S. Financials Select Sector UCITS ETF,EUR,ZPDF,SXLF,aeb
SPDR S&P U.S. Health Care Select Sector UCITS ETF,EUR,ZPDH,SXLV,aeb
SPDR S&P U.S. Industrials Select Sector UCITS ETF,EUR,ZPDI,SXLI,aeb
SPDR S&P U.S. Materials Select Sector UCITS ETF,EUR,ZPDM,SXLB,aeb
SPDR S&P U.S. Consumer Staples Select Sector UCITS ETF,EUR,ZPDS,SXLP,aeb
SPDR S&P U.S. Technology Select Sector UCITS ETF,EUR,ZPDT,SXLK,aeb
SPDR S&P U.S. Utilities Select Sector UCITS ETF,EUR,ZPDU,SXLU,aeb
Lyxor IBEX 35 Doble Inverso Diario UCITS ETF,EUR,2INVE,2INVE,bm
BBVA Accion Dow Jones Euro STOXX 50,EUR,BBVAE,BBVAE,bm
