name,currency,symbolIB,symbolTrading,exchange
WisdomTree Industrial Metals Longer Dated,EUR,9GAK,9GAK,swb
WisdomTree Agriculture Longer Dated,EUR,9GAL,9GAL,swb
Amundi Msci Emerging Markets UCITS ETF,EUR,AEEM,AMEM,swb
Lyxor MSCI AC Asia Pacific Ex Japan UCITS ETF,EUR,AEJ,LASP,swb
Lyxor MSCI South Africa UCITS ETF,EUR,AFS,LSAF,swb
Amundi ETF MSCI Europe Energy UCITS ETF,EUR,ANRJ,AMEE,swb
Amundi Nasdaq-100 UCITS ETF,EUR,ANX,6AQQ,swb
Lyxor MSCI AC Asia Ex Japan UCITS ETF,EUR,APX,LASI,swb
Lyxor China Enterprise HSCEI UCITS ETF,EUR,ASI,LCHI,swb
Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF,EUR,AUT,LAUT,swb
Lyxor STOXX Europe 600 Banks UCITS ETF,EUR,BNK,LBNK,swb
Lyxor STOXX Europe 600 Basic Resources UCITS ETF,EUR,BRE,LBRE,swb
Lyxor EURO STOXX 50 Daily -1x Inverse UCITS ETF,EUR,BSX,LSK7,swb
Lyxor EURO STOXX 50 Daily -2x Inverse UCITS ETF,EUR,BXX,LSK8,swb
ComStage ETF DAX TR UCITS ETF,EUR,C001,C001,swb
ComStage ETF FR DAX UCITS ETF,EUR,C002,C002,swb
ComStage ETF DivDAX TR UCITS ETF,EUR,C003,C003,swb
ComStage ETF ShortDAX TR UCITS ETF,EUR,C004,C004,swb
ComStage ETF SDAX TR UCITS ETF,EUR,C005,C005,swb
ComStage ETF Dow Jones Industrial Average TM UCITS ETF,EUR,C010,C010,swb
ComStage ETF Nasdaq-100 UCITS ETF,EUR,C011,C011,swb
ComStage ETF S&P 500 UCITS ETF,EUR,C012,C012,swb
ComStage ETF Nikkei 225 UCITS ETF,EUR,C020,C020,swb
ComStage ETF HSI UCITS ETF,EUR,C022,C022,swb
ComStage ETF HSCEI UCITS ETF,EUR,C023,C023,swb
ComStage ETF SPI TR UCITS ETF,EUR,C029,C029,swb
ComStage Dow Jones Switzerland Titans 30 UCITS ETF,EUR,C030,C030,swb
ComStage ETF ATX UCITS ETF,EUR,C031,C031,swb
ComStage ETF EURO STOXX 50 NR UCITS ETF,EUR,C050,C050,swb
ComStage ETF EURO STOXX Select Dividend 30 NR UCITS ETF,EUR,C051,C051,swb
ComStage ETF EURO STOXX 50 Daily Short GR UCITS ETF,EUR,C052,C052,swb
ComStage ETF EURO STOXX 50 Daily Leverage UCITS ETF,EUR,C053,C053,swb
ComStage ETF FR EURO STOXX 50 UCITS ETF,EUR,C054,C054,swb
ComStage ETF STOXX Europe 600 NR UCITS ETF,EUR,C060,C060,swb
ComStage ETF STOXX Europe 600 Automobiles & Parts NR UCITS ETF,EUR,C061,C061,swb
ComStage ETF STOXX Europe 600 Banks NR UCITS ETF,EUR,C062,C062,swb
ComStage ETF STOXX Europe 600 Basic Resources NR UCITS ETF,EUR,C063,C063,swb
ComStage ETF STOXX Europe 600 Chemicals NR UCITS ETF,EUR,C064,C064,swb
ComStage ETF STOXX Europe 600 Construction & Materials NR UCITS ETF,EUR,C065,C065,swb
ComStage ETF STOXX Europe 600 Financial Services NR UCITS ETF,EUR,C066,C066,swb
ComStage ETF STOXX Europe 600 Food & Beverage NR UCITS ETF,EUR,C067,C067,swb
ComStage ETF STOXX Europe 600 Health Care NR UCITS ETF,EUR,C068,C068,swb
ComStage ETF STOXX Europe 600 Industrial Goods & Services NR UCITS ETF,EUR,C069,C069,swb
ComStage ETF STOXX Europe 600 Insurance NR UCITS ETF,EUR,C070,C070,swb
ComStage ETF STOXX Europe 600 Oil & Gas NR UCITS ETF,EUR,C072,C072,swb
ComStage ETF STOXX Europe 600 Personal & Household Goods NR UCITS ETF,EUR,C073,C073,swb
ComStage ETF STOXX Europe 600 Real Estate NR UCITS ETF,EUR,C074,C074,swb
ComStage ETF STOXX Europe 600 Retail NR UCITS ETF,EUR,C075,C075,swb
ComStage ETF STOXX Europe 600 Technology NR UCITS ETF,EUR,C076,C076,swb
ComStage ETF STOXX Europe 600 Telecommunications NR UCITS ETF,EUR,C077,C077,swb
ComStage ETF STOXX Europe 600 Travel & Leisure NR UCITS ETF,EUR,C078,C078,swb
ComStage ETF STOXX Europe 600 Utilities NR UCITS ETF,EUR,C079,C079,swb
ComStage Bloomberg Equal-weight Commodity ex Agriculture UCITS ETF,EUR,C090,C090,swb
ComStage EONIA Index UCITS ETF,EUR,C100,C100,swb
Amundi ETF Govies 0-6 Months Euromts Investment Grade UCITS ETF DR,EUR,C3M,18M1,swb
ComStage ETF iBOXX Germany Covered Capped Overall TR UCITS ETF,EUR,C540,C540,swb
Amundi ETF Leveraged Euro Stoxx 50 Daily UCITS ETF,EUR,C5L1,18MD,swb
Amundi ETF Short Euro Stoxx 50 Daily UCITS ETF,EUR,C5S2,18MS,swb
Amundi Stoxx Europe 600 UCITS ETF,EUR,C6E,AME6,swb
Amundi ETF MSCI Europe Materials UCITS ETF,EUR,C8M,540B,swb
Amundi Msci China UCITS ETF,EUR,CC1,18MG,swb
Amundi Euro Corporates UCITS ETF,EUR,CC4,TCC4,swb
Amundi ETF Euro Corporates UCITS ETF,EUR,CC4.OLD,18MT.OLD,swb
Amundi ETF MSCI Europe Consumer Discretionary UCITS ETF,EUR,CD6,CD6G,swb
Amundi ETF MSCI Emu High Dividend UCITS ETF,EUR,CD8,18M2,swb
ComStage ETF NYSE Arca Gold BUGS UCITS ETF,EUR,CD91,CD91,swb
Amundi MSCI World EX Europe UCITS ETF,EUR,CE8,CE8G,swb
Amundi Msci Eastern Europe EX Russia UCITS ETF,EUR,CE9,540G,swb
Lyxor MSCI Eastern Europe EX Russia UCITS ETF,EUR,CEC,LEER,swb
Amundi ETF DAX UCITS ETF DR,EUR,CG1,ACG1,swb
Amundi ETF MSCI Europe Healthcare UCITS ETF,EUR,CH5,18M6,swb
Lyxor STOXX Europe 600 Chemicals UCITS ETF,EUR,CHM,LCHM,swb
Amundi Msci India UCITS ETF,EUR,CI2,18MK,swb
Amundi ETF Euro Inflation UCITS ETF DR,EUR,CI3,18MU,swb
Amundi ETF Leveraged MSCI Usa Daily UCITS ETF,EUR,CL2,18MF,swb
Amundi ETF MSCI World Ex Emu UCITS ETF,EUR,CM9,18MP,swb
Lyxor Euro Corporate Bond Ex Financials UCITS ETF,EUR,CNB,LYBF,swb
Lyxor Commodities Thomson Reuters/CoreCommodity CRB TR UCITS ETF,EUR,CRB,LYTR,swb
Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Energy TR UCITS ETF,EUR,CRN,LCTR,swb
Lyxor Euro Corporate Bond UCITS ETF,EUR,CRP,LYEB,swb
Lyxor Euro Overnight Return UCITS ETF,EUR,CSH1,L8I3,swb
Lyxor STOXX Europe 600 Construction & Materials UCITS ETF,EUR,CST,LCST,swb
Amundi ETF MSCI UK UCITS ETF,EUR,CU1,540K,swb
Amundi Msci USA UCITS ETF,EUR,CU2,ACU2,swb
Amundi ETF MSCI Europe Utilities UCITS ETF,EUR,CU5,540D,swb
Xtrackers II Germany Government Bond UCITS ETF,EUR,D5BB,D5BB,swb
Xtrackers II Germany Government Bond 1-3 UCITS ETF,EUR,D5BC,D5BC,swb
Xtrackers II EUR Corporate Bond UCITS ETF,EUR,D5BG,D5BG,swb
Xtrackers MSCI Canada UCITS ETF,EUR,D5BH,D5BH,swb
Xtrackers MSCI Mexico UCITS ETF,EUR,D5BI,D5BI,swb
Xtrackers FTSE Developed Europe Real Estate UCITS ETF,EUR,D5BK,D5BK,swb
Xtrackers MSCI Europe Value UCITS ETF,EUR,D5BL,D5BL,swb
Xtrackers S&P 500 Swap UCITS ETF,EUR,D5BM,D5BM,swb
Xtrackers ShortDAX x2 Daily Swap UCITS ETF,EUR,DBPD,DBPD,swb
Xtrackers LevDAX Daily Swap UCITS ETF,EUR,DBPE,DBPE,swb
Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF,EUR,DBPG,DBPG,swb
Xtrackers S&P 500 2x Inverse Daily Swap UCITS ETF,EUR,DBPK,DBPK,swb
Xtrackers Portfolio UCITS ETF,EUR,DBX0,DBX0,swb
Xtrackers MSCI Emerging Markets Swap UCITS ETF,EUR,DBX1,DBX1,swb
Xtrackers MSCI EM Asia Swap UCITS ETF,EUR,DBX2,DBX2,swb
"Xtrackers MSCI EM Europe, Middle East & Africa Swap UCITS ETF",EUR,DBX4,DBX4,swb
Xtrackers MSCI Taiwan UCITS ETF,EUR,DBX5,DBX5,swb
Xtrackers MSCI Brazil UCITS ETF,EUR,DBX6,DBX6,swb
Xtrackers Nifty 50 Swap UCITS ETF,EUR,DBX7,DBX7,swb
Xtrackers MSCI Korea UCITS ETF,EUR,DBX8,DBX8,swb
Xtrackers FTSE China 50 UCITS ETF,EUR,DBX9,DBX9,swb
Xtrackers MSCI Europe UCITS ETF,EUR,DBXA,DBXA,swb
Xtrackers II Eurozone Government Bond 7-10 UCITS ETF,EUR,DBXB,DBXB,swb
Xtrackers DAX UCITS ETF,EUR,DBXD,DBXD,swb
Xtrackers Euro Stoxx 50 UCITS ETF,EUR,DBXE,DBXE,swb
Xtrackers II Eurozone Government Bond 15-30 UCITS ETF,EUR,DBXF,DBXF,swb
Xtrackers II Eurozone Government Bond 25+ UCITS ETF,EUR,DBXG,DBXG,swb
Xtrackers II Global Inflation-Linked Bond UCITS ETF,EUR,DBXH,DBXH,swb
Xtrackers FTSE MIB UCITS ETF,EUR,DBXI,DBXI,swb
Xtrackers MSCI Japan UCITS ETF,EUR,DBXJ,DBXJ,swb
Xtrackers II Eurozone Inflation-Linked Bond UCITS ETF,EUR,DBXK,DBXK,swb
Xtrackers II iTraxx Crossover Swap UCITS ETF,EUR,DBXM,DBXM,swb
Xtrackers II Eurozone Government Bond UCITS ETF,EUR,DBXN,DBXN,swb
Xtrackers II Eurozone Government Bond 1-3 UCITS ETF,EUR,DBXP,DBXP,swb
Xtrackers II Eurozone Government Bond 3-5 UCITS ETF,EUR,DBXQ,DBXQ,swb
Xtrackers II Eurozone Government Bond 5-7 UCITS ETF,EUR,DBXR,DBXR,swb
Xtrackers Switzerland UCITS ETF,EUR,DBXS,DBXS,swb
Xtrackers II EUR Overnight Rate Swap UCITS ETF,EUR,DBXT,DBXT,swb
Xtrackers MSCI USA Swap UCITS ETF,EUR,DBXU,DBXU,swb
Xtrackers MSCI Russia Capped Swap UCITS ETF,EUR,DBXV,DBXV,swb
Xtrackers MSCI World Swap UCITS ETF,EUR,DBXW,DBXW,swb
Xtrackers FTSE 100 Income UCITS ETF,EUR,DBXX,DBXX,swb
Xtrackers FTSE 250 UCITS ETF,EUR,DBXY,DBXY,swb
Xtrackers FTSE All-Share UCITS ETF,EUR,DBXZ,DBXZ,swb
Xtrackers II Global Government Bond UCITS ETF,EUR,DBZB,DBZB,swb
Xtrackers DB Bloomberg Commodity Optimum Yield Swap UCITS ETF,EUR,DBZN,DBZN,swb
Lyxor MSCI World Consumer Discretionary TR UCITS ETF,EUR,DISW,LYPA,swb
Lyxor Dow Jones Industrial Average UCITS ETF,EUR,DJE,DJAM,swb
Lyxor Bund Daily 2x Leveraged UCITS ETF,EUR,DLB,LYMI,swb
Lyxor Bund Daily -2x Inverse UCITS ETF,EUR,DSB,LYQK,swb
Lyxor Daily ShortDAX x2 UCITS ETF,EUR,DSD,LYQL,swb
Xtrackers II EUR Overnight Rate Swap UCITS ETF,EUR,DX22,DX22,swb
Xtrackers LPX Private Equity Swap UCITS ETF,EUR,DX2D,DX2D,swb
Xtrackers S&P Global Infrastructure Swap UCITS ETF,EUR,DX2E,DX2E,swb
Xtrackers CAC 40 UCITS ETF,EUR,DX2G,DX2G,swb
Xtrackers MSCI Europe Mid Cap UCITS ETF,EUR,DX2I,DX2I,swb
Xtrackers MSCI Europe Small Cap UCITS ETF,EUR,DX2J,DX2J,swb
Xtrackers FTSE 100 Short Daily Swap UCITS ETF,EUR,DX2K,DX2K,swb
Xtrackers S&P ASX 200 UCITS ETF,EUR,DX2S,DX2S,swb
Xtrackers Stoxx Europe 600 UCITS ETF,EUR,DX2X,DX2X,swb
Xtrackers S&P Select Frontier Swap UCITS ETF,EUR,DX2Z,DX2Z,swb
Xtrackers Euro Stoxx 50 UCITS ETF,EUR,DXET,DXET,swb
Xtrackers SLI UCITS ETF,EUR,DXS0,DXS0,swb
Xtrackers II GBP Overnight Rate Swap UCITS ETF,EUR,DXS1,DXS1,swb
Xtrackers S&P 500 Inverse Daily Swap UCITS ETF,EUR,DXS3,DXS3,swb
Xtrackers MSCI AC Asia ex Japan Swap UCITS ETF,EUR,DXS5,DXS5,swb
Xtrackers MSCI Pacific ex Japan UCITS ETF,EUR,DXS6,DXS6,swb
Xtrackers FTSE Vietnam Swap UCITS ETF,EUR,DXS7,DXS7,swb
Xtrackers Euro Stoxx Quality Dividend UCITS ETF,EUR,DXSA,DXSA,swb
Xtrackers Stoxx Global Select Dividend 100 Swap UCITS ETF,EUR,DXSB,DXSB,swb
Xtrackers Stoxx Europe 600 Basic Resources Swap UCITS ETF,EUR,DXSC,DXSC,swb
Xtrackers Stoxx Europe 600 Oil & Gas Swap UCITS ETF,EUR,DXSD,DXSD,swb
Xtrackers Stoxx Europe 600 Health Care Swap UCITS ETF,EUR,DXSE,DXSE,swb
Xtrackers Stoxx Europe 600 Banks Swap UCITS ETF,EUR,DXSF,DXSF,swb
Xtrackers Stoxx Europe 600 Telecommunications Swap UCITS ETF,EUR,DXSG,DXSG,swb
Xtrackers Stoxx Europe 600 Technology Swap UCITS ETF,EUR,DXSH,DXSH,swb
Xtrackers Stoxx Europe 600 Utilities Swap UCITS ETF,EUR,DXSI,DXSI,swb
Xtrackers Stoxx Europe 600 Food & Beverage Swap UCITS ETF,EUR,DXSK,DXSK,swb
Xtrackers Stoxx Europe 600 Industrial Goods Swap UCITS ETF,EUR,DXSL,DXSL,swb
Xtrackers DBLCI Commodity Optimum Yield Swap UCITS ETF,EUR,DXSM,DXSM,swb
Xtrackers ShortDAX Daily Swap UCITS ETF,EUR,DXSN,DXSN,swb
Xtrackers Euro Stoxx 50 Short Daily Swap UCITS ETF,EUR,DXSP,DXSP,swb
Xtrackers II iTraxx Europe Swap UCITS ETF,EUR,DXSQ,DXSQ,swb
Xtrackers II iTraxx Crossover Short Daily Swap UCITS ETF,EUR,DXST,DXST,swb
Xtrackers II USD Emerging Markets Bond UCITS ETF,EUR,DXSU,DXSU,swb
Xtrackers II Eurozone Government Bond Short Daily Swap UCITS ETF,EUR,DXSV,DXSV,swb
Xtrackers II iBoxx Germany Covered Bond Swap UCITS ETF,EUR,DXSW,DXSW,swb
Xtrackers II USD Overnight Rate Swap UCITS ETF,EUR,DXSZ,DXSZ,swb
UBS ETF EURO STOXX 50 UCITS ETF,EUR,E50EUAEUR,UIM1,swb
Lyxor EuroMTS Covered Bond Aggregate UCITS ETF,EUR,ECB,LCVB,swb
BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF,EUR,EEE,IM2A,swb
Deka MSCI USA MC UCITS ETF,EUR,EL41,EL41,swb
Deka MSCI Europe UCITS ETF,EUR,EL42,EL42,swb
Deka MSCI Europe MC UCITS ETF,EUR,EL43,EL43,swb
Deka MSCI Japan UCITS ETF,EUR,EL44,EL44,swb
Deka MSCI Japan MC UCITS ETF,EUR,EL45,EL45,swb
Deka iBoxx EUR Liquid Corporates Diversified UCITS ETF,EUR,EL49,EL49,swb
Deka DAX UCITS ETF,EUR,EL4A,EL4A,swb
Deka EURO STOXX 50 UCITS ETF,EUR,EL4B,EL4B,swb
Deka STOXX Europe Strong Growth 20 UCITS ETF,EUR,EL4C,EL4C,swb
Deka STOXX Europe Strong Value 20 UCITS ETF,EUR,EL4D,EL4D,swb
Deka STOXX Europe Strong Style Composite 40 UCITS ETF,EUR,EL4E,EL4E,swb
Deka DAX ausschuettend UCITS ETF,EUR,EL4F,EL4F,swb
Deka EURO STOXX Select Dividend 30 UCITS ETF,EUR,EL4G,EL4G,swb
Deka MSCI Europe LC UCITS ETF,EUR,EL4H,EL4H,swb
Deka MSCI USA LC UCITS ETF,EUR,EL4I,EL4I,swb
Deka MSCI Japan LC UCITS ETF,EUR,EL4J,EL4J,swb
Deka iBoxx EUR Liquid SOV DIV 1-10 UCITS ETF,EUR,EL4K,EL4K,swb
Deka iBoxx EUR Liquid SOV DIV 1-3 UCITS ETF,EUR,EL4L,EL4L,swb
Deka iBoxx EUR Liquid SOV DIV 3-5 UCITS ETF,EUR,EL4M,EL4M,swb
Deka iBoxx EUR Liquid SOV DIV 5-7 UCITS ETF,EUR,EL4N,EL4N,swb
Deka iBoxx EUR Liquid SOV DIV 7-10 UCITS ETF,EUR,EL4P,EL4P,swb
Deka iBoxx EUR Liquid SOV DIV 10+ UCITS ETF,EUR,EL4Q,EL4Q,swb
Deka DB EUROGOV Germany UCITS ETF,EUR,EL4R,EL4R,swb
Deka DB EUROGOV Germany 1-3 UCITS ETF,EUR,EL4S,EL4S,swb
Deka DB EUROGOV Germany 3-5 UCITS ETF,EUR,EL4T,EL4T,swb
Deka DB EUROGOV Germany 5-10 UCITS ETF,EUR,EL4U,EL4U,swb
Deka DB EUROGOV Germany 10+ UCITS ETF,EUR,EL4V,EL4V,swb
Deka DB EUROGOV Germany MM UCITS ETF,EUR,EL4W,EL4W,swb
Deka DAXplus Maximum Dividend UCITS ETF,EUR,EL4X,EL4X,swb
Deka STOXX Europe 50 UCITS ETF,EUR,EL4Y,EL4Y,swb
Deka MSCI USA UCITS ETF,EUR,EL4Z,EL4Z,swb
UBS ETF-MSCI EMU Value UCITS ETF,EUR,EMVEUA,UIME,swb
Lyxor MSCI World Energy TR UCITS ETF,EUR,ENERW,LYPC,swb
BNP Paribas Easy ECPI Global ESG Infrastructure UCITS ETF,EUR,ENG1,XU61,swb
Amundi Ftse Epra Europe Real Estate UCITS ETF,EUR,EPRE,REAL,swb
Amundi ETF Euro Stoxx Small Cap UCITS ETF,EUR,ESM,ZESM,swb
BNP Paribas Easy EURO STOXX 50 UCITS ETF,EUR,ETDD,ETDD,swb
UBS ETF MSCI Europe UCITS ETF,EUR,EUREUA,UIMA,swb
EUWAX GOLD II,EUR,EWG2,EWG2,swb
iShares STOXX Europe 600 Oil & Gas UCITS ETF DE,EUR,EXH1,EXH1,swb
iShares STOXX Europe 600 Financial Services UCITS ETF DE,EUR,EXH2,EXH2,swb
iShares STOXX Europe 600 Food & Beverage UCITS ETF DE,EUR,EXH3,EXH3,swb
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF DE,EUR,EXH4,EXH4,swb
iShares STOXX Europe 600 Insurance UCITS ETF DE,EUR,EXH5,EXH5,swb
iShares STOXX Europe 600 Media UCITS ETF DE,EUR,EXH6,EXH6,swb
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF DE,EUR,EXH7,EXH7,swb
iShares STOXX Europe 600 Retail UCITS ETF DE,EUR,EXH8,EXH8,swb
iShares STOXX Europe 600 Utilities UCITS ETF DE,EUR,EXH9,EXH9,swb
iShares eb.rexx Government Germany UCITS ETF DE,EUR,EXHA,EXHA,swb
iShares eb.rexx Government Germany 1.5-2.5yr UCITS ETF DE,EUR,EXHB,EXHB,swb
iShares eb.rexx Government Germany 2.5-5.5yr UCITS ETF DE,EUR,EXHC,EXHC,swb
iShares eb.rexx Government Germany 5.5-10.5 UCITS ETF DE,EUR,EXHD,EXHD,swb
iShares Pfandbriefe UCITS ETF DE,EUR,EXHE,EXHE,swb
iShares Euro Government Bond Capped 1.5-10.5yr UCITS ETF DE,EUR,EXHF,EXHF,swb
iShares SLI UCITS ETF DE,EUR,EXI1,EXI1,swb
iShares Dow Jones Global Titans 50 UCITS ETF DE,EUR,EXI2,EXI2,swb
iShares Dow Jones Industrial Average UCITS ETF DE,EUR,EXI3,EXI3,swb
iShares STOXX Europe 600 Real Estate UCITS ETF DE,EUR,EXI5,EXI5,swb
iShares Core DAX UCITS ETF DE,EUR,EXS1,EXS1,swb
iShares TecDAX UCITS ETF DE,EUR,EXS2,EXS2,swb
iShares MDAX UCITS ETF DE,EUR,EXS3,EXS3,swb
iShares STOXX Europe 600 UCITS ETF DE,EUR,EXSA,EXSA,swb
iShares DivDAX UCITS ETF DE,EUR,EXSB,EXSB,swb
iShares STOXX Europe Large 200 UCITS ETF DE,EUR,EXSC,EXSC,swb
iShares STOXX Europe Mid 200 UCITS ETF DE,EUR,EXSD,EXSD,swb
iShares STOXX Europe Small 200 UCITS ETF DE,EUR,EXSE,EXSE,swb
iShares EURO STOXX Select Dividend 30 UCITS ETF DE,EUR,EXSG,EXSG,swb
iShares STOXX Europe Select Dividend 30 UCITS ETF DE,EUR,EXSH,EXSH,swb
iShares EURO STOXX UCITS ETF DE,EUR,EXSI,EXSI,swb
iShares STOXX Europe 600 Banks UCITS ETF DE,EUR,EXV1,EXV1,swb
iShares STOXX Europe 600 Telecommunications UCITS ETF DE,EUR,EXV2,EXV2,swb
iShares STOXX Europe 600 Technology UCITS ETF DE,EUR,EXV3,EXV3,swb
iShares STOXX Europe 600 Health Care UCITS ETF DE,EUR,EXV4,EXV4,swb
iShares STOXX Europe 600 Automobiles & Parts UCITS ETF DE,EUR,EXV5,EXV5,swb
iShares STOXX Europe 600 Basic Resources UCITS ETF DE,EUR,EXV6,EXV6,swb
iShares STOXX Europe 600 Chemicals UCITS ETF DE,EUR,EXV7,EXV7,swb
iShares STOXX Europe 600 Construction & Materials UCITS ETF DE,EUR,EXV8,EXV8,swb
iShares STOXX Europe 600 Travel & Leisure UCITS ETF DE,EUR,EXV9,EXV9,swb
iShares eb.rexx Government Germany 0-1yr UCITS ETF DE,EUR,EXVM,EXVM,swb
iShares Core EURO STOXX 50 UCITS ETF DE,EUR,EXW1,EXW1,swb
iShares STOXX Europe 50 UCITS ETF DE,EUR,EXW3,EXW3,swb
iShares EURO STOXX Banks 30-15 UCITS ETF DE,EUR,EXX1,EXX1,swb
iShares Dow Jones U.S. Select Dividend UCITS ETF DE,EUR,EXX5,EXX5,swb
iShares eb.rexx Government Germany 10.5+yr UCITS ETF DE,EUR,EXX6,EXX6,swb
iShares Nikkei 225 UCITS ETF DE,EUR,EXX7,EXX7,swb
iShares NASDAQ-100 UCITS ETF DE,EUR,EXXT,EXXT,swb
iShares Dow Jones China Offshore 50 UCITS ETF DE,EUR,EXXU,EXXU,swb
iShares Dow Jones Eurozone Sustainability Screened UCITS ETF DE,EUR,EXXV,EXXV,swb
iShares Dow Jones Asia Pacific Select Dividend 50 UCITS ETF DE,EUR,EXXW,EXXW,swb
iShares ATX UCITS ETF DE,EUR,EXXX,EXXX,swb
iShares Diversified Commodity Swap UCITS ETF DE,EUR,EXXY,EXXY,swb
Lyxor STOXX Europe 600 Financial Services UCITS ETF,EUR,FIN,LFIN,swb
Lyxor MSCI World Financials TR UCITS ETF,EUR,FINSW,LYPD,swb
Lyxor STOXX Europe 600 Food & Beverage UCITS ETF,EUR,FOO,LFOD,swb
Gold Bullion Securities Ltd,EUR,GG9B,GG9B,swb
LYXOR MSCI GREECE,EUR,GRE,LYMH,swb
WisdomTree Physical Swiss Gold,EUR,GZUR,GZUR,swb
Lyxor STOXX Europe 600 Healthcare UCITS ETF,EUR,HLT,LHTC,swb
Lyxor MSCI World Health Care TR UCITS ETF,EUR,HLTW,LYPE,swb
Lyxor Hong Kong HSI UCITS ETF,EUR,HSI,LHKG,swb
Lyxor STOXX Europe 600 Industrial Goods & Services UCITS ETF,EUR,IND,LIGS,swb
Lyxor MSCI India UCITS ETF,EUR,INR,LYMD,swb
Lyxor STOXX Europe 600 Insurance UCITS ETF,EUR,INS,LIRU,swb
iShares STOXX Global Select Dividend 100 UCITS ETF DE,EUR,ISPA,ISPA,swb
Lyxor Japan TOPIX DR UCITS ETF,EUR,JPN,LYY4,swb
Lyxor MSCI Korea UCITS ETF,EUR,KRW,LKOR,swb
Lyxor MSCI Emerging Markets UCITS ETF,EUR,LEM,LYM7,swb
WisdomTree Long NOK Short EUR,EUR,LNOE,LNOE,swb
Lyxor MSCI EM Latin America UCITS ETF,EUR,LTM,LLAM,swb
Lyxor EURO STOXX 50 Daily 2x Leveraged UCITS ETF,EUR,LVE,LYMZ,swb
Lyxor S&P 500 UCITS ETF,EUR,LYPS,LYPS,swb
Lyxor MSCI Canada UCITS ETF,EUR,LYPT,LYPT,swb
Lyxor Australia S&P/ASX 200 UCITS ETF,EUR,LYPU,LYPU,swb
Lyxor DAX DR UCITS ETF,EUR,LYY7,LYY7,swb
Lyxor Daily LevDAX UCITS ETF,EUR,LYY8,LYY8,swb
Market Access Rogers International Commodity Index UCITS ETF,EUR,M9SA,M9SA,swb
Market Access NYSE Arca Gold Bugs Index UCITS ETF,EUR,M9SD,M9SD,swb
Lyxor MSCI Malaysia UCITS ETF,EUR,MAL,LMLS,swb
Lyxor MSCI World Materials TR UCITS ETF,EUR,MATW,LYPH,swb
Lyxor STOXX Europe 600 Media UCITS ETF,EUR,MDA,LMDA,swb
Lyxor STOXX Europe 600 Real Estate UCITS ETF,EUR,MEH,LEEU,swb
Lyxor MSCI Europe DR UCITS ETF,EUR,MEU,LYY5,swb
Lyxor Core MSCI EMU DR UCITS ETF,EUR,MFE,LMVF,swb
Amundi Msci Europe Minimum Volatility Factor UCITS ETF,EUR,MIVO,MIVA,swb
Lyxor EURO STOXX 50 DR UCITS ETF,EUR,MSE,LYSX,swb
Lyxor Euro Government Bond 1-3,EUR,MTA,LYQ2,swb
Lyxor Euro Government Bond 3-5Y DR UCITS ETF,EUR,MTB1,LYQ3,swb
Lyxor Euro Government Bond 10-15Y DR UCITS ETF,EUR,MTE,LYQ6,swb
Lyxor Euro Government Inflation Linked Bond DR UCITS ETF,EUR,MTI,LYQ7,swb
Lyxor Euro Government Bond DR UCITS ETF,EUR,MTX1,LYQ1,swb
Lyxor FTSE EPRA/NAREIT United States UCITS ETF,EUR,MUAT,LYEU,swb
Lyxor FTSE EPRA/NAREIT Global Developed UCITS ETF,EUR,MWO,LMWE,swb
Lyxor New Energy UCITS ETF,EUR,NRJ,LYM9,swb
WisdomTree Precious Metals,EUR,OD73,OD73,swb
WisdomTree Softs,EUR,OD74,OD74,swb
WisdomTree Aluminium,EUR,OD7A,OD7A,swb
WisdomTree Coffee,EUR,OD7B,OD7B,swb
WisdomTree Copper,EUR,OD7C,OD7C,swb
WisdomTree Corn,EUR,OD7D,OD7D,swb
WisdomTree Cotton,EUR,OD7E,OD7E,swb
WisdomTree WTI Crude Oil,EUR,OD7F,OD7F,swb
WisdomTree Gasoline,EUR,OD7G,OD7G,swb
WisdomTree Gold,EUR,OD7H,OD7H,swb
WisdomTree Heating Oil,EUR,OD7I,OD7I,swb
WisdomTree Lean Hogs,EUR,OD7J,OD7J,swb
WisdomTree Live Cattle,EUR,OD7K,OD7K,swb
WisdomTree Natural Gas,EUR,OD7L,OD7L,swb
WisdomTree Nickel,EUR,OD7M,OD7M,swb
WisdomTree Silver,EUR,OD7N,OD7N,swb
WisdomTree Soybean Oil,EUR,OD7P,OD7P,swb
WisdomTree Soybeans,EUR,OD7Q,OD7Q,swb
WisdomTree Sugar,EUR,OD7R,OD7R,swb
WisdomTree Wheat,EUR,OD7S,OD7S,swb
WisdomTree Zinc,EUR,OD7T,OD7T,swb
WisdomTree Agriculture,EUR,OD7U,OD7U,swb
WisdomTree Broad Commodities,EUR,OD7V,OD7V,swb
WisdomTree Energy,EUR,OD7W,OD7W,swb
WisdomTree Grains,EUR,OD7Y,OD7Y,swb
WisdomTree Industrial Metals,EUR,OD7Z,OD7Z,swb
WisdomTree Brent Crude Oil 1mth,EUR,OESA,OESA,swb
WisdomTree WTI Crude Oil 2mth,EUR,OESB,OESB,swb
